"","AIDS.Report.Number","Aircraft.Damage","Primary.Flight.Type"
"8968","19850311043059I","MINOR","BUSINESS"
"8969","19850906049439I","MINOR","PERSONAL"
"8970","19820906055309I","MINOR","PERSONAL"
"8971","19781121026239I","MINOR","PERSONAL"
"8972","19781223021249I","MINOR","BUSINESS"
"8973","19790509025979I","MINOR","PERSONAL"
"8974","19800113014949I","MINOR","PERSONAL"
"8975","19810222019489I","MINOR","PERSONAL"
"8976","19810620045319I","MINOR","PERSONAL"
"8977","19860116003279I","MINOR","PERSONAL"
"8978","19880512029429I","MINOR","AIR TAXI"
"8979","19880718055869I","MINOR","PERSONAL"
"8980","19881223068969I","MINOR","PERSONAL"
"8981","19810411030259I","MINOR","PERSONAL"
"8982","19800314038319I","MINOR","PERSONAL"
"8983","19781001030819I","MINOR","BUSINESS"
"8984","19820528036179I","MINOR","PERSONAL"
"8985","19811114076639I","SUBSTANTIAL","PERSONAL"
"8986","19840319027899I","MINOR","PERSONAL"
"8987","19850507033289I","MINOR","PERSONAL"
"8988","19870521072309I","MINOR","PERSONAL"
"8989","19801011073699I","MINOR","PERSONAL"
"8990","19840825063779I","MINOR","PERSONAL"
"8991","19840610032759I","MINOR","PERSONAL"
"8992","19780928028799I","MINOR","BUSINESS"
"8993","19790714020769I","SUBSTANTIAL","BUSINESS"
"8994","19840206019689I","MINOR","PERSONAL"
"8995","19850213013899I","MINOR","BUSINESS"
"8996","19870712045169I","MINOR","PERSONAL"
"8997","19800905069119I","MINOR","PERSONAL"
"8998","19851105062709I","MINOR","PERSONAL"
"8999","19820513025629I","MINOR","BUSINESS"
"9000","19791101056159I","MINOR","BUSINESS"
"9001","19780302014159I","MINOR","PERSONAL"
"9002","19810805068559I","MINOR","AIR TAXI"
"9003","19780108002259I","MINOR","PERSONAL"
"9004","19780206006089I","MINOR","BUSINESS"
"9005","19780330011569I","MINOR","PERSONAL"
"9006","19780330011979I","MINOR","AIR TAXI"
"9007","19780506032219I","SUBSTANTIAL","PERSONAL"
"9008","19780528040739I","MINOR","PERSONAL"
"9009","19780615045879I","MINOR","BUSINESS"
"9010","19780620046859I","MINOR","PERSONAL"
"9011","19780625035689I","MINOR","PERSONAL"
"9012","19780716041109I","MINOR","AIR TAXI"
"9013","19780824048759I","MINOR","PERSONAL"
"9014","19780830038319I","MINOR","PERSONAL"
"9015","19781005031159I","MINOR","BUSINESS"
"9016","19781013030389I","MINOR","PERSONAL"
"9017","19781021029409I","MINOR","PERSONAL"
"9018","19790124004009I","MINOR","BUSINESS"
"9019","19790225007879I","MINOR","PERSONAL"
"9020","19790506100239I","MINOR","PERSONAL"
"9021","19790612015259I","MINOR","PERSONAL"
"9022","19790728012859I","MINOR","PERSONAL"
"9023","19790909048739I","MINOR","PERSONAL"
"9024","19790926049529I","MINOR","PERSONAL"
"9025","19791019053399I","MINOR","AIR TAXI"
"9026","19791107055639I","MINOR","BUSINESS"
"9027","19791206045899I","MINOR","PERSONAL"
"9028","19791221048829I","MINOR","PERSONAL"
"9029","19800204030979I","MINOR","PERSONAL"
"9030","19800223027039I","MINOR","PERSONAL"
"9031","19800223029582I","MINOR","PERSONAL"
"9032","19800308029509I","MINOR","PERSONAL"
"9033","19800501043949I","MINOR","PERSONAL"
"9034","19800503043789I","MINOR","PERSONAL"
"9035","19800507051279I","MINOR","PERSONAL"
"9036","19800516054139I","MINOR","PERSONAL"
"9037","19800607046839I","MINOR","PERSONAL"
"9038","19800708060159I","MINOR","BUSINESS"
"9039","19800719062159I","MINOR","PERSONAL"
"9040","19800806066439I","MINOR","PERSONAL"
"9041","19800816067109I","MINOR","BUSINESS"
"9042","19800902080849I","MINOR","PERSONAL"
"9043","19800921081689I","MINOR","PERSONAL"
"9044","19801217085449I","MINOR","BUSINESS"
"9045","19810314024349I","MINOR","PERSONAL"
"9046","19810324020819I","MINOR","PERSONAL"
"9047","19810402029359I","MINOR","PERSONAL"
"9048","19810417026159I","MINOR","BUSINESS"
"9049","19810417031179I","MINOR","BUSINESS"
"9050","19810424028739I","MINOR","PERSONAL"
"9051","19810502029719I","MINOR","PERSONAL"
"9052","19810529034869I","MINOR","BUSINESS"
"9053","19810610048379I","MINOR","BUSINESS"
"9054","19810712057699I","MINOR","PERSONAL"
"9055","19810728061699I","MINOR","PERSONAL"
"9056","19811118083459I","MINOR","BUSINESS"
"9057","19811217088709I","MINOR","PERSONAL"
"9058","19820227005299I","MINOR","PERSONAL"
"9059","19820423022969I","MINOR","PERSONAL"
"9060","19820702025879I","MINOR","PERSONAL"
"9061","19820721040339I","MINOR","BUSINESS"
"9062","19820829054029I","MINOR","PERSONAL"
"9063","19820920054869I","MINOR","PERSONAL"
"9064","19821130065689I","MINOR","BUSINESS"
"9065","19830501031959I","MINOR","PERSONAL"
"9066","19830517034889I","MINOR","PERSONAL"
"9067","19830531034309I","MINOR","BUSINESS"
"9068","19830628038909I","MINOR","PERSONAL"
"9069","19830728051439I","MINOR","BUSINESS"
"9070","19830820051319I","MINOR","PERSONAL"
"9071","19830820051479I","MINOR","PERSONAL"
"9072","19830903067849I","MINOR","PERSONAL"
"9073","19831229073359I","MINOR","PERSONAL"
"9074","19840109010439I","MINOR","PERSONAL"
"9075","19840126012119I","MINOR","PERSONAL"
"9076","19840326025599I","MINOR","PERSONAL"
"9077","19840420021159I","SUBSTANTIAL","PERSONAL"
"9078","19840824056949I","MINOR","BUSINESS"
"9079","19841006065969I","MINOR","PERSONAL"
"9080","19841123066529I","MINOR","PERSONAL"
"9081","19841129071169I","MINOR","PERSONAL"
"9082","19841224071469I","MINOR","PERSONAL"
"9083","19841231059939I","MINOR","PERSONAL"
"9084","19850220017299I","MINOR","PERSONAL"
"9085","19850504033339I","MINOR","PERSONAL"
"9086","19850815049579I","MINOR","PERSONAL"
"9087","19851222070649I","MINOR","PERSONAL"
"9088","19860115004259I","MINOR","PERSONAL"
"9089","19860305009159I","MINOR","PERSONAL"
"9090","19860305012219I","MINOR","PERSONAL"
"9091","19860307011269I","MINOR","PERSONAL"
"9092","19860307013829I","SUBSTANTIAL","PERSONAL"
"9093","19860419033119I","MINOR","PERSONAL"
"9094","19860424023489I","MINOR","PERSONAL"
"9095","19860430034269I","MINOR","PERSONAL"
"9096","19860526040149I","MINOR","PERSONAL"
"9097","19860803054969I","MINOR","PERSONAL"
"9098","19860806057939I","MINOR","BUSINESS"
"9099","19860815058739I","MINOR","PERSONAL"
"9100","19861008070269I","MINOR","PERSONAL"
"9101","19861025085039I","MINOR","PERSONAL"
"9102","19861204082409I","MINOR","BUSINESS"
"9103","19870207006949I","MINOR","PERSONAL"
"9104","19870708049639I","MINOR","AIR TAXI"
"9105","19870730049789I","MINOR","PERSONAL"
"9106","19870805054709I","MINOR","PERSONAL"
"9107","19870826068279I","MINOR","PERSONAL"
"9108","19870919066949I","MINOR","PERSONAL"
"9109","19871015078189I","MINOR","PERSONAL"
"9110","19871202074619I","MINOR","PERSONAL"
"9111","19871211080339I","MINOR","PERSONAL"
"9112","19871213075289I","MINOR","PERSONAL"
"9113","19871227076929I","MINOR","PERSONAL"
"9114","19871227077569I","MINOR","PERSONAL"
"9115","19880124007209I","MINOR","PERSONAL"
"9116","19880426028869I","MINOR","PERSONAL"
"9117","19880507055329I","MINOR","PERSONAL"
"9118","19880515014989I","MINOR","PERSONAL"
"9119","19881009057439I","MINOR","PERSONAL"
"9120","19881106049579I","MINOR","PERSONAL"
"9121","19881123064909I","MINOR","AIR TAXI"
"9122","19841214073819I","MINOR","BUSINESS"
"9123","19851009064939I","MINOR","BUSINESS"
"9124","19790121002839I","MINOR","BUSINESS"
"9125","19830829062809I","MINOR","BUSINESS"
"9126","19880623049749I","MINOR","AIR TAXI"
"9127","19850118042749I","MINOR","BUSINESS"
"9128","19830520031219I","MINOR","PERSONAL"
"9129","19800621058939I","MINOR","PERSONAL"
"9130","19851212068289I","MINOR","PERSONAL"
"9131","19800828089902I","MINOR","PERSONAL"
"9132","19790406013169I","MINOR","PERSONAL"
"9133","19830701061649I","MINOR","PERSONAL"
"9134","19820807051429I","MINOR","PERSONAL"
"9135","19780813037439I","MINOR","PERSONAL"
"9136","19810311025649I","SUBSTANTIAL","PERSONAL"
"9137","19790601028719I","MINOR","BUSINESS"
"9138","19810513039739I","MINOR","PERSONAL"
"9139","19820110003349I","MINOR","PERSONAL"
"9140","19840326015569I","MINOR","PERSONAL"
"9141","19800227027859I","MINOR","BUSINESS"
"9142","19810529039229I","MINOR","BUSINESS"
"9143","19810226017429I","MINOR","PERSONAL"
"9144","19791013052619I","MINOR","PERSONAL"
"9145","19861020078479I","MINOR","PERSONAL"
"9146","19880504022949I","MINOR","PERSONAL"
"9147","19880602033309I","MINOR","PERSONAL"
"9148","19800906069309I","MINOR","BUSINESS"
"9149","19861209079679I","MINOR","BUSINESS"
"9150","19780723038889I","MINOR","BUSINESS"
"9151","19781213024939I","MINOR","AIR TAXI"
"9152","19800617054949I","MINOR","PERSONAL"
"9153","19861122072522I","MINOR","PERSONAL"
"9154","19790217006479I","MINOR","BUSINESS"
"9155","19860511031819I","MINOR","PERSONAL"
"9156","19780615045899I","MINOR","BUSINESS"
"9157","19880422020519I","MINOR","BUSINESS"
"9158","19790826032749I","MINOR","PERSONAL"
"9159","19800405047749I","MINOR","PERSONAL"
"9160","19840906053459I","MINOR","PERSONAL"
"9161","19870501064189I","MINOR","PERSONAL"
"9162","19780607044859I","MINOR","PERSONAL"
"9163","19810120000729I","MINOR","PERSONAL"
"9164","19831113070959I","MINOR","PERSONAL"
"9165","19780715044059I","MINOR","PERSONAL"
"9166","19830625037949I","MINOR","PERSONAL"
"9167","19870414044339I","MINOR","AIR TAXI"
"9168","19870819082571I","MINOR","PERSONAL"
"9169","19820822052279I","MINOR","PERSONAL"
"9170","19781029027719I","MINOR","PERSONAL"
"9171","19800323032499I","MINOR","PERSONAL"
"9172","19880420020219I","MINOR","BUSINESS"
"9173","19790809030379I","MINOR","PERSONAL"
"9174","19791217046469I","MINOR","BUSINESS"
"9175","19800116017349I","MINOR","PERSONAL"
"9176","19800402047049I","MINOR","PERSONAL"
"9177","19800828081569I","MINOR","PERSONAL"
"9178","19820323059969I","MINOR","PERSONAL"
"9179","19820510029739I","MINOR","PERSONAL"
"9180","19830307012769I","MINOR","PERSONAL"
"9181","19830321017049I","MINOR","BUSINESS"
"9182","19830419023279I","MINOR","AIR TAXI"
"9183","19830503031639I","MINOR","BUSINESS"
"9184","19831115071049I","MINOR","PERSONAL"
"9185","19840414020649I","MINOR","PERSONAL"
"9186","19840501037469I","MINOR","PERSONAL"
"9187","19841214072809I","SUBSTANTIAL","PERSONAL"
"9188","19850517059709I","MINOR","PERSONAL"
"9189","19850802044439I","MINOR","PERSONAL"
"9190","19850926056489I","MINOR","PERSONAL"
"9191","19860602033099I","MINOR","PERSONAL"
"9192","19870601024179I","MINOR","BUSINESS"
"9193","19870818072589I","MINOR","BUSINESS"
"9194","19871006082639I","SUBSTANTIAL","PERSONAL"
"9195","19880330023569I","MINOR","PERSONAL"
"9196","19880409021629I","MINOR","PERSONAL"
"9197","19880720040599I","MINOR","PERSONAL"
"9198","19881011060119I","MINOR","PERSONAL"
"9199","19880709040569I","MINOR","BUSINESS"
"9200","19800522052939I","SUBSTANTIAL","PERSONAL"
"9201","19810804061899I","MINOR","PERSONAL"
"9202","19780603041629I","MINOR","PERSONAL"
"9203","19860705059489I","MINOR","PERSONAL"
"9204","19840112010959I","MINOR","PERSONAL"
"9205","19840911055119I","MINOR","PERSONAL"
"9206","19830212013412I","MINOR","PERSONAL"
"9207","19790930049389I","MINOR","PERSONAL"
"9208","19780628035149I","MINOR","PERSONAL"
"9209","19811127083219I","MINOR","PERSONAL"
"9210","19841013059669I","MINOR","PERSONAL"
"9211","19810207011039I","MINOR","PERSONAL"
"9212","19810514039549I","MINOR","PERSONAL"
"9213","19780210005729I","MINOR","PERSONAL"
"9214","19781201021749I","MINOR","PERSONAL"
"9215","19790130004649I","MINOR","PERSONAL"
"9216","19840820062069I","MINOR","PERSONAL"
"9217","19870614046139I","MINOR","PERSONAL"
"9218","19780430014979I","MINOR","PERSONAL"
"9219","19880920050019I","MINOR","PERSONAL"
"9220","19821017070939I","MINOR","PERSONAL"
"9221","19840624048689I","MINOR","PERSONAL"
"9222","19860522030489I","SUBSTANTIAL","PERSONAL"
"9223","19860505027519I","MINOR","PERSONAL"
"9224","19780318008939I","MINOR","PERSONAL"
"9225","19790921051329I","MINOR","BUSINESS"
"9226","19791201048429I","MINOR","PERSONAL"
"9227","19810226014079I","MINOR","PERSONAL"
"9228","19850522026829I","MINOR","PERSONAL"
"9229","19870908081799I","MINOR","PERSONAL"
"9230","19881112064739I","MINOR","PERSONAL"
"9231","19810421029639I","MINOR","PERSONAL"
"9232","19780730047349I","MINOR","PERSONAL"
"9233","19810612053619I","MINOR","PERSONAL"
"9234","19830423023809I","MINOR","PERSONAL"
"9235","19840404025619I","MINOR","PERSONAL"
"9236","19870723067089I","MINOR","PERSONAL"
"9237","19871024066279I","MINOR","PERSONAL"
"9238","19780318008639I","MINOR","BUSINESS"
"9239","19791006052439I","MINOR","PERSONAL"
"9240","19791011052259I","MINOR","PERSONAL"
"9241","19800904068669I","MINOR","PERSONAL"
"9242","19830322018569I","MINOR","PERSONAL"
"9243","19860102009709I","MINOR","PERSONAL"
"9244","19840216072479I","MINOR","PERSONAL"
"9245","19830522028819I","MINOR","PERSONAL"
"9246","19841012061949I","MINOR","AIR TAXI"
"9247","19810521042739I","MINOR","PERSONAL"
"9248","19840421020929I","MINOR","PERSONAL"
"9249","19780114002979I","MINOR","BUSINESS"
"9250","19780118003499I","MINOR","BUSINESS"
"9251","19780125004969I","MINOR","PERSONAL"
"9252","19780210005789I","MINOR","PERSONAL"
"9253","19780221000209I","MINOR","PERSONAL"
"9254","19780221000309I","MINOR","PERSONAL"
"9255","19780306011749I","MINOR","BUSINESS"
"9256","19780330012009I","MINOR","PERSONAL"
"9257","19780501031479I","MINOR","PERSONAL"
"9258","19780509032779I","MINOR","PERSONAL"
"9259","19780530041149I","MINOR","PERSONAL"
"9260","19780531041279I","MINOR","PERSONAL"
"9261","19780608045059I","MINOR","PERSONAL"
"9262","19780623036269I","MINOR","PERSONAL"
"9263","19780702048169I","MINOR","PERSONAL"
"9264","19780729044319I","MINOR","PERSONAL"
"9265","19780903017649I","MINOR","PERSONAL"
"9266","19781021029389I","MINOR","PERSONAL"
"9267","19781119026329I","MINOR","PERSONAL"
"9268","19781219023339I","MINOR","PERSONAL"
"9269","19781224021019I","MINOR","PERSONAL"
"9270","19790101000399I","MINOR","PERSONAL"
"9271","19790216005889I","MINOR","BUSINESS"
"9272","19790315009609I","MINOR","PERSONAL"
"9273","19790511026439I","MINOR","BUSINESS"
"9274","19790528028209I","MINOR","PERSONAL"
"9275","19790612015249I","MINOR","BUSINESS"
"9276","19790613015639I","MINOR","PERSONAL"
"9277","19790622017329I","MINOR","AIR TAXI"
"9278","19790725021899I","MINOR","PERSONAL"
"9279","19790729022539I","MINOR","BUSINESS"
"9280","19790811030549I","MINOR","PERSONAL"
"9281","19790813030759I","MINOR","PERSONAL"
"9282","19790819032069I","MINOR","PERSONAL"
"9283","19790823023189I","MINOR","PERSONAL"
"9284","19790831033829I","MINOR","PERSONAL"
"9285","19790901033649I","MINOR","BUSINESS"
"9286","19790902034009I","MINOR","PERSONAL"
"9287","19790926049589I","MINOR","PERSONAL"
"9288","19790930049399I","MINOR","PERSONAL"
"9289","19791002051109I","MINOR","BUSINESS"
"9290","19791005050469I","MINOR","PERSONAL"
"9291","19791007051949I","MINOR","PERSONAL"
"9292","19791010052859I","MINOR","PERSONAL"
"9293","19791024054499I","MINOR","BUSINESS"
"9294","19791204047889I","MINOR","BUSINESS"
"9295","19800113012139I","MINOR","PERSONAL"
"9296","19800117015209I","MINOR","PERSONAL"
"9297","19800215021249I","MINOR","PERSONAL"
"9298","19800229031279I","MINOR","PERSONAL"
"9299","19800316040299I","MINOR","PERSONAL"
"9300","19800319032099I","MINOR","PERSONAL"
"9301","19800411049089I","MINOR","BUSINESS"
"9302","19800419045079I","MINOR","PERSONAL"
"9303","19800423050329I","MINOR","BUSINESS"
"9304","19800531058799I","MINOR","PERSONAL"
"9305","19800608054759I","SUBSTANTIAL","PERSONAL"
"9306","19800707059969I","MINOR","BUSINESS"
"9307","19800715060979I","MINOR","PERSONAL"
"9308","19800823082719I","MINOR","PERSONAL"
"9309","19800902089529I","MINOR","PERSONAL"
"9310","19800903081979I","MINOR","AIR TAXI"
"9311","19800906069299I","MINOR","PERSONAL"
"9312","19800914067879I","MINOR","PERSONAL"
"9313","19800922070309I","MINOR","PERSONAL"
"9314","19801010088639I","MINOR","PERSONAL"
"9315","19801023081899I","MINOR","PERSONAL"
"9316","19801102078739I","MINOR","BUSINESS"
"9317","19801107083499I","MINOR","PERSONAL"
"9318","19801211086279I","MINOR","PERSONAL"
"9319","19810119005659I","MINOR","PERSONAL"
"9320","19810131014539I","MINOR","PERSONAL"
"9321","19810203010069I","MINOR","BUSINESS"
"9322","19810207011419I","MINOR","PERSONAL"
"9323","19810226021349I","MINOR","BUSINESS"
"9324","19810327024819I","MINOR","BUSINESS"
"9325","19810329023579I","MINOR","PERSONAL"
"9326","19810512053179I","MINOR","PERSONAL"
"9327","19810515061569I","MINOR","PERSONAL"
"9328","19810518033029I","MINOR","PERSONAL"
"9329","19810603040379I","MINOR","PERSONAL"
"9330","19810630053589I","MINOR","PERSONAL"
"9331","19810812062099I","MINOR","PERSONAL"
"9332","19810922076679I","MINOR","BUSINESS"
"9333","19810926070139I","MINOR","PERSONAL"
"9334","19811011080659I","MINOR","PERSONAL"
"9335","19811017075299I","MINOR","PERSONAL"
"9336","19811103080449I","MINOR","PERSONAL"
"9337","19811206083949I","MINOR","PERSONAL"
"9338","19811206087389I","MINOR","PERSONAL"
"9339","19811210084819I","MINOR","PERSONAL"
"9340","19820103005219I","MINOR","PERSONAL"
"9341","19820106003369I","MINOR","PERSONAL"
"9342","19820123040329I","MINOR","PERSONAL"
"9343","19820216005319I","MINOR","PERSONAL"
"9344","19820228009049I","MINOR","PERSONAL"
"9345","19820326013609I","MINOR","PERSONAL"
"9346","19820521031099I","MINOR","BUSINESS"
"9347","19820725059799I","MINOR","PERSONAL"
"9348","19820804050669I","MINOR","PERSONAL"
"9349","19820809046169I","MINOR","BUSINESS"
"9350","19820824051359I","MINOR","PERSONAL"
"9351","19820901052249I","MINOR","PERSONAL"
"9352","19820917058279I","MINOR","PERSONAL"
"9353","19821029068199I","MINOR","BUSINESS"
"9354","19821229067719I","MINOR","PERSONAL"
"9355","19830110004319I","MINOR","BUSINESS"
"9356","19830116003389I","MINOR","PERSONAL"
"9357","19830130011879I","MINOR","PERSONAL"
"9358","19830223010199I","MINOR","PERSONAL"
"9359","19830226072299I","MINOR","BUSINESS"
"9360","19830227009369I","MINOR","PERSONAL"
"9361","19830303017519I","MINOR","PERSONAL"
"9362","19830310012399I","MINOR","BUSINESS"
"9363","19830317031329I","MINOR","PERSONAL"
"9364","19830401023839I","MINOR","PERSONAL"
"9365","19830423031659I","SUBSTANTIAL","PERSONAL"
"9366","19830505023319I","MINOR","PERSONAL"
"9367","19830525030049I","MINOR","PERSONAL"
"9368","19830610033439I","MINOR","PERSONAL"
"9369","19830618037569I","MINOR","PERSONAL"
"9370","19830729075131I","MINOR","PERSONAL"
"9371","19830730042239I","MINOR","PERSONAL"
"9372","19830730042639I","MINOR","PERSONAL"
"9373","19830812062529I","MINOR","BUSINESS"
"9374","19830830062049I","MINOR","AIR TAXI"
"9375","19830831050459I","MINOR","PERSONAL"
"9376","19830902052019I","MINOR","PERSONAL"
"9377","19830905065309I","MINOR","PERSONAL"
"9378","19830920066339I","MINOR","BUSINESS"
"9379","19830921066369I","MINOR","PERSONAL"
"9380","19831217072039I","MINOR","PERSONAL"
"9381","19840107009419I","MINOR","PERSONAL"
"9382","19840125012019I","MINOR","PERSONAL"
"9383","19840207010349I","MINOR","PERSONAL"
"9384","19840211044779I","MINOR","PERSONAL"
"9385","19840229012869I","MINOR","PERSONAL"
"9386","19840404013429I","MINOR","PERSONAL"
"9387","19840406026959I","MINOR","PERSONAL"
"9388","19840408020129I","MINOR","PERSONAL"
"9389","19840415036859I","MINOR","PERSONAL"
"9390","19840616044279I","MINOR","PERSONAL"
"9391","19840717037439I","MINOR","PERSONAL"
"9392","19840825058429I","MINOR","PERSONAL"
"9393","19840826075099I","MINOR","PERSONAL"
"9394","19840920062339I","MINOR","PERSONAL"
"9395","19841006067979I","MINOR","PERSONAL"
"9396","19841107065199I","MINOR","PERSONAL"
"9397","19850212026069I","MINOR","PERSONAL"
"9398","19850307011729I","MINOR","BUSINESS"
"9399","19850309024109I","MINOR","PERSONAL"
"9400","19850419017209I","MINOR","PERSONAL"
"9401","19850511024129I","MINOR","PERSONAL"
"9402","19850511030729I","MINOR","PERSONAL"
"9403","19850519025249I","MINOR","BUSINESS"
"9404","19850531033379I","MINOR","PERSONAL"
"9405","19850625045239I","MINOR","PERSONAL"
"9406","19850714074359I","MINOR","PERSONAL"
"9407","19850718042519I","MINOR","PERSONAL"
"9408","19850726053599I","MINOR","PERSONAL"
"9409","19850814044319I","MINOR","BUSINESS"
